borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude
MANHATTAN,1089374,639,WEST 59TH STREET,121193458,10019,2017-02-03,PARTNERSHIP,N,40.772304,-73.992061
MANHATTAN,1090817,269,WEST 87 STREET,121189855,10024,2017-02-06,CORPORATION,N,40.789248,-73.976602
MANHATTAN,1090862,200,EAST 21ST STREET,121190479,10010,2017-02-08,CORPORATION,N,40.737398,-73.983751
MANHATTAN,1089768,150,EAST 108 STREET,122499484,10029,2017-02-13,CORPORATION,N,40.793376,-73.944932
MANHATTAN,1089965,425,WEST 18 STREET,122736762,10011,2017-02-24,PARTNERSHIP,N,40.743962,-74.004735
MANHATTAN,1090725,444,WEST 163 STREET,121185751,10032,2017-03-01,CORPORATION,Y,40.836062,-73.938312
MANHATTAN,1090512,30,EAST 31ST STREET,121192681,10016,2017-03-03,CORPORATION,N,40.745729,-73.984056
MANHATTAN,1090702,245,EAST 53 STREET,121190451,10022,2017-03-15,CORPORATION,N,40.757273,-73.968348
MANHATTAN,1090675,1912,FIRST AVENUE,122879233,10029,2017-03-27,CORPORATION,Y,40.784867,-73.94353
MANHATTAN,1058657,233,WEST 125TH STREET,121187447,10027,2017-04-04,PARTNERSHIP,N,40.809462,-73.949463
MANHATTAN,1089825,121,LEROY STREET,122622956,10014,2017-04-06,CORPORATION,N,40.730326,-74.007851
MANHATTAN,1089826,119,LEROY STREET,122622965,10014,2017-04-06,CORPORATION,N,40.730321,-74.007779
MANHATTAN,1090307,111,LEROY STREET,122622992,10014,2017-04-06,CORPORATION,N,40.730293,-74.00749
MANHATTAN,1089827,117,LEROY STREET,122622974,10014,2017-04-11,CORPORATION,N,40.730312,-74.007707
MANHATTAN,1089809,320,WEST 135 STREET,121190861,10030,2018-12-19,CORPORATION,N,40.816771,-73.94721
MANHATTAN,1007873,258,BOWERY,121190291,10012,2017-05-02,CORPORATION,N,40.723223,-73.992954
